user_age,user_gender,user_caste,user_occupation,user_income,user_disability,user_is_bpl,user_land_owner,user_marital_status,user_state,user_education,scheme_id,scheme_min_age,scheme_max_age,scheme_max_income,scheme_gender,scheme_category,scheme_state,tfidf_score,category_match,relevant
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,57,-1,999,99999999,All,Social Welfare,Maharashtra,0.6,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,58,-1,999,99999999,All,Sports Infrastructure,Maharashtra,2.13,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,59,-1,999,99999999,All,Sports Infrastructure,Maharashtra,1.08,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,60,-1,999,99999999,All,Sports Infrastructure,Maharashtra,1.7,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,61,10,10,99999999,All,Sports & Youth Development,Maharashtra,0.36,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,62,13,35,99999999,All,Sports & Youth Development,Maharashtra,1.82,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,63,-1,999,99999999,All,Sports & Youth Development,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,64,-1,999,99999999,All,Sports & Youth Development,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,65,-1,999,99999999,All,Sports & Youth Development,Maharashtra,0.75,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,66,10,3,99999999,All,Sports & Youth Development,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,67,-1,999,99999999,All,Sports Awards,Maharashtra,0.89,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,68,-1,999,99999999,All,Sports & Youth Development,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,69,-1,999,99999999,All,Sports Infrastructure,Maharashtra,1.43,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,70,-1,999,99999999,All,Sports Scholarship,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,71,72,73,99999999,All,Sports & Youth Development,Maharashtra,6.21,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,72,48,49,99999999,All,Sports & Youth Development,Maharashtra,1.08,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,73,-1,999,99999999,All,Sports & Youth Development,Maharashtra,1.1,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,74,-1,999,99999999,All,Sports & Youth Development,Maharashtra,0.82,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,75,1,5,99999999,All,Sports Awards,Maharashtra,0.43,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,76,-1,999,99999999,All,Sports & Youth Development,Maharashtra,7.07,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,77,-1,999,99999999,All,Sports & Youth Development,Maharashtra,0.59,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,78,25,26,99999999,All,Sports & Youth Development,Maharashtra,2.94,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,79,-1,999,99999999,All,Sports & Youth Development,Maharashtra,1.06,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,80,-1,999,99999999,All,Sports & Youth Development,Maharashtra,1.81,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,81,-1,999,99999999,All,Sports & Youth Development,Maharashtra,9.68,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,82,-1,999,99999999,All,National Sports Scheme,Maharashtra,0.74,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,83,-1,999,99999999,All,Sports Infrastructure,Maharashtra,0.69,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,84,-1,999,99999999,All,Sports Infrastructure,Maharashtra,0.9,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,85,25,30,99999999,All,National Sports Scheme,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,86,25,30,99999999,All,Sports Awards,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,87,25,30,99999999,All,National Sports Scheme,Maharashtra,1.47,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,88,25,30,99999999,All,Sports Awards,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,89,25,30,99999999,All,Sports Awards,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,90,-1,999,99999999,All,Subsidy Scheme,Maharashtra,1.79,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,91,-1,999,99999999,All,Gattai Stall Scheme,Maharashtra,2.02,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,92,-1,999,99999999,All,Women & Child Development,Maharashtra,2.54,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,93,-1,999,99999999,All,Women & Child Development,Maharashtra,2.04,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,94,-1,999,99999999,Female,Scholarship,Maharashtra,0.92,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,95,-1,999,99999999,All,Women & Child Development,Maharashtra,5.26,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,96,-1,999,99999999,All,Women & Child Development,Maharashtra,5.35,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,97,-1,999,99999999,All,Women & Child Development,Maharashtra,1.3,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,98,-1,999,99999999,All,Women & Child Development,Maharashtra,2.47,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,99,-1,999,99999999,All,Women & Child Development,Maharashtra,1.04,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,100,-1,999,99999999,All,Women & Child Development,Maharashtra,2.2,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,101,-1,999,99999999,All,Women & Child Development,Maharashtra,3.47,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,102,-1,999,99999999,All,Women & Child Development,Maharashtra,1.34,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,103,-1,999,99999999,All,Women & Child Development,Maharashtra,0.94,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,104,-1,999,99999999,All,Women & Child Development,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,105,-1,999,99999999,All,Women & Child Development,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,106,-1,999,99999999,All,Women & Child Development,Maharashtra,0.16,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,107,-1,999,99999999,All,Women & Child Development,Maharashtra,0.57,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,108,-1,999,99999999,All,Women & Child Development,Maharashtra,0.81,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,109,-1,999,99999999,All,Women & Child Development,Maharashtra,0.47,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,110,-1,999,99999999,All,Women & Child Development,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,111,-1,999,99999999,All,Women & Child Development,Maharashtra,1.22,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,112,-1,999,99999999,All,Women & Child Development,Maharashtra,0.5,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,113,-1,999,99999999,All,Women & Child Development,Maharashtra,0.88,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,114,-1,999,99999999,All,Women & Child Development,Maharashtra,1.83,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,115,-1,999,99999999,All,Women & Child Development,Maharashtra,0.19,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,116,-1,999,99999999,All,Agriculture,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,117,-1,999,99999999,All,Agriculture,Maharashtra,1.08,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,118,-1,999,99999999,All,Agriculture - Irrigation,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,119,-1,999,99999999,All,Farmer Income Support,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,120,-1,999,99999999,All,Agriculture,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,121,-1,999,99999999,All,Agriculture,Maharashtra,1.44,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,122,-1,999,99999999,All,Farmer Insurance / Accident,Maharashtra,0.38,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,123,-1,999,99999999,All,Land / Asset Support for SC / Neo-Buddhists,Maharashtra,2.09,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,124,-1,999,99999999,All,Education & Scholarship,Maharashtra,0.89,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,125,-1,999,99999999,All,Scholarship,Maharashtra,0.18,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,126,-1,999,99999999,All,Education & Scholarship,Maharashtra,0.83,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,127,-1,999,99999999,All,Scholarship,Maharashtra,0.88,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,128,-1,999,99999999,All,Education & Scholarship,Maharashtra,1.99,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,129,-1,999,99999999,All,Education & Scholarship,Maharashtra,8.07,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,130,-1,999,99999999,All,Education & Scholarship,Maharashtra,0.56,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,131,-1,999,99999999,All,Education & Scholarship,Maharashtra,2.8,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,132,-1,999,99999999,All,Education & Scholarship,Maharashtra,7.26,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,133,-1,999,99999999,Female,Scholarship,Maharashtra,0.64,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,134,-1,999,99999999,All,Education & Scholarship,Maharashtra,0.8,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,135,-1,999,99999999,All,Education & Scholarship,Maharashtra,2.61,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,136,-1,999,99999999,All,Education & Scholarship,Maharashtra,1.11,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,137,-1,999,99999999,All,Scholarship,Maharashtra,1.53,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,138,-1,999,99999999,All,Education & Scholarship,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,139,-1,999,99999999,All,Housing & Shelter,Maharashtra,1.12,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,140,-1,999,99999999,All,Housing & Shelter,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,141,-1,999,99999999,All,Credit Linked Subsidy (CLSS),Maharashtra,0.8,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,142,-1,999,99999999,All,Housing & Shelter,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,143,-1,999,99999999,All,Housing & Shelter,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,144,-1,999,99999999,All,Housing & Shelter,Maharashtra,0.0,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,145,-1,999,99999999,All,Credit Linked Subsidy (CLSS),Maharashtra,0.94,0.0,0
19,Male,SC,Self Employed,150000,1,1,0,Unmarried,Maharashtra,None,146,-1,999,99999999,All,PMAY - Housing for All,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,1,20,31,99999999,All,Water & Sanitation,Maharashtra,0.31,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,2,14,20,99999999,All,Water & Sanitation,Maharashtra,0.1,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,3,-1,999,99999999,All,Water & Sanitation,Maharashtra,0.27,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,4,20,21,99999999,All,Water & Sanitation,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,5,23,31,99999999,All,Agriculture Credit,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,6,65,65,99999999,All,Social Security / Senior Citizen,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,7,18,35,99999999,All,Skill Development / Training,Maharashtra,0.87,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,8,-1,999,99999999,All,Scholarship / Education,Maharashtra,0.0,0.7,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,9,-1,999,99999999,All,Scholarship / Education,Maharashtra,0.0,0.7,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,10,-1,999,99999999,All,Scholarship / Education,Maharashtra,5.13,0.7,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,11,-1,999,99999999,All,Social Welfare,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,12,-1,999,99999999,All,Social Welfare,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,13,-1,999,99999999,All,Social Welfare,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,14,-1,999,99999999,All,Health / De-addiction,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,15,-1,999,99999999,All,Health / De-addiction,Maharashtra,4.26,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,16,-1,999,99999999,All,Health / De-addiction,Maharashtra,2.87,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,17,-1,999,99999999,All,Health / De-addiction,Maharashtra,0.32,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,18,-1,999,99999999,All,Health / De-addiction,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,19,-1,999,99999999,All,Social Welfare,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,20,-1,999,99999999,All,Housing,Maharashtra,0.33,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,21,-1,999,99999999,All,Social Welfare,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,22,-1,999,99999999,All,Social Welfare,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,23,-1,999,99999999,All,Social Welfare,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,24,-1,999,99999999,All,Social Welfare,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,25,-1,999,99999999,All,Social Welfare,Maharashtra,0.45,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,26,-1,999,99999999,All,Social Welfare,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,27,-1,999,99999999,All,Social Welfare,Maharashtra,0.0,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,28,-1,999,99999999,All,Social Welfare,Maharashtra,0.56,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,29,-1,999,99999999,All,Social Welfare,Maharashtra,0.91,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,30,-1,999,99999999,All,Social Welfare,Maharashtra,0.42,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,31,-1,999,99999999,All,Social Welfare,Maharashtra,0.36,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,32,-1,999,99999999,All,Social Welfare,Maharashtra,0.42,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,33,-1,999,99999999,All,Social Welfare,Maharashtra,0.62,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,34,-1,999,99999999,All,Social Welfare,Maharashtra,2.67,0.0,0
19,Male,VJNT,Student,50000,1,0,0,Married,Maharashtra,MBA,35,-1,999,99999999,All,Scholarship / Education,Maharashtra,2.67,0.7,0
